building,geometry
school,"POLYGON ((73.0135404 33.6727298, 73.0136023 33.6727622, 73.013666 33.6726841, 73.0137032 33.6726989, 73.0137863 33.6725781, 73.0141863 33.6727872, 73.0141668 33.6728079, 73.0142411 33.6728476, 73.0143084 33.6727696, 73.014234 33.6727386, 73.0142482 33.6727195, 73.0134643 33.6722954, 73.0134448 33.6723219, 73.013374 33.6722792, 73.0133209 33.6723616, 73.0132944 33.6723528, 73.0132749 33.6723896, 73.0132307 33.6723764, 73.0131971 33.6724323, 73.0131599 33.672425, 73.013082 33.6725428, 73.0135014 33.6727784, 73.0135404 33.6727298), (73.0133588 33.6725371, 73.0133419 33.6725012, 73.0134158 33.6724102, 73.0134589 33.6724051, 73.0136746 33.6725115, 73.0136746 33.6725525, 73.0136192 33.6726282, 73.0135806 33.672641, 73.0133588 33.6725371))"
school,"POLYGON ((73.1592194 33.5229006, 73.1592676 33.5229006, 73.1592636 33.5229297, 73.1593052 33.5229364, 73.1593038 33.5229912, 73.1593521 33.5229867, 73.1593642 33.5230672, 73.1596968 33.523056, 73.1596968 33.5229968, 73.1600066 33.5229834, 73.1600066 33.5230169, 73.1600723 33.5230035, 73.1600683 33.5229711, 73.1600482 33.5229688, 73.1600468 33.5229453, 73.1600227 33.5229521, 73.1600213 33.5228727, 73.160071 33.5228693, 73.1600696 33.5228503, 73.1601085 33.5228514, 73.1601139 33.5228693, 73.1603298 33.5230404, 73.1603526 33.523027, 73.16037 33.5230415, 73.1605457 33.5228771, 73.1605243 33.5228604, 73.1605511 33.5228358, 73.1603191 33.5226647, 73.1602775 33.5226748, 73.1602265 33.5227296, 73.1602091 33.5227184, 73.1601917 33.5227329, 73.160075 33.522648, 73.1601045 33.5226401, 73.1601045 33.5226055, 73.1600616 33.5226144, 73.1600575 33.5225898, 73.1600428 33.5225842, 73.1600012 33.5225831, 73.1599114 33.5225306, 73.1599999 33.5224422, 73.1599409 33.5224031, 73.1599288 33.5224255, 73.1598752 33.522393, 73.1597518 33.5225026, 73.1597343 33.5225205, 73.1597504 33.5225306, 73.1597424 33.5225429, 73.1597773 33.5225675, 73.1597558 33.5225809, 73.1598081 33.5226166, 73.1598845 33.522563, 73.159969 33.5226055, 73.1599677 33.5226547, 73.1600227 33.5226658, 73.1600146 33.5227117, 73.1597035 33.5226927, 73.1597022 33.5226625, 73.1596646 33.5226636, 73.1596633 33.5226345, 73.1593669 33.5226088, 73.1593602 33.522686, 73.1593159 33.5226837, 73.1593173 33.5227273, 73.1592918 33.5227117, 73.1592797 33.5227441, 73.159214 33.5227463, 73.1592194 33.5229006), (73.1600213 33.5228268, 73.1600254 33.5227162, 73.1600549 33.5227184, 73.1600602 33.5226748, 73.1601622 33.5227508, 73.1601394 33.5227732, 73.1601581 33.5227855, 73.1601206 33.5228224, 73.1600213 33.5228268), (73.159394 33.5229575, 73.1593913 33.5228837, 73.1594235 33.5228445, 73.1594235 33.5228076, 73.159394 33.522783, 73.1593955 33.5227239, 73.1596421 33.5227282, 73.1596408 33.5227797, 73.1596636 33.5227942, 73.1598341 33.5227954, 73.159833 33.5228949, 73.1596622 33.5228937, 73.1596414 33.522911, 73.1596429 33.5229513, 73.159394 33.5229575))"
school,"POLYGON ((72.9877128 33.6790794, 72.9881189 33.6789969, 72.9881331 33.6790454, 72.9886734 33.6789357, 72.9886441 33.6788355, 72.9881247 33.6789409, 72.9880842 33.678803, 72.9883982 33.6787393, 72.9883573 33.6786, 72.9876163 33.6787506, 72.9877128 33.6790794), (72.9877911 33.6788132, 72.9879275 33.6787858, 72.9879697 33.6789311, 72.9878332 33.6789585, 72.9877911 33.6788132))"
yes,"POLYGON ((73.0263645 33.6577761, 73.026478 33.6573923, 73.0260627 33.6573073, 73.0259492 33.6576911, 73.0263645 33.6577761), (73.0261577 33.6574449, 73.0263099 33.6574769, 73.0262597 33.6576419, 73.0261075 33.6576098, 73.0261577 33.6574449))"
yes,"POLYGON ((73.026122 33.6581726, 73.0260472 33.65842, 73.0264509 33.6585046, 73.0265522 33.6581693, 73.026337 33.6581242, 73.0263578 33.6580556, 73.0262687 33.6580369, 73.0263216 33.6578618, 73.025925 33.6577787, 73.0258247 33.6581103, 73.026122 33.6581726), (73.025996 33.6580242, 73.0260258 33.6579224, 73.0261461 33.6579468, 73.0261163 33.6580486, 73.025996 33.6580242), (73.0262227 33.6583349, 73.0262572 33.6582276, 73.0263746 33.6582538, 73.0263401 33.6583611, 73.0262227 33.6583349))"
yes,"POLYGON ((73.0250291 33.6567825, 73.0249078 33.6571952, 73.0252298 33.6572605, 73.0251633 33.6574882, 73.0254356 33.6575433, 73.0253663 33.6577805, 73.0257722 33.6578627, 73.0258725 33.6575192, 73.0256033 33.6574647, 73.0256714 33.6572318, 73.0254724 33.6571915, 73.0255296 33.6569959, 73.0257191 33.6570343, 73.0258177 33.6566974, 73.0254138 33.6566155, 73.0253461 33.6568468, 73.0250291 33.6567825), (73.0256263 33.6569049, 73.0254752 33.6568722, 73.0255155 33.6567434, 73.0256666 33.6567762, 73.0256263 33.6569049), (73.0253096 33.6571665, 73.0250743 33.6571162, 73.0251354 33.6569184, 73.0253707 33.6569688, 73.0253096 33.6571665), (73.0254651 33.6574428, 73.0253167 33.6574117, 73.0253563 33.6572807, 73.0255047 33.6573118, 73.0254651 33.6574428), (73.0256759 33.6577295, 73.0255258 33.6577, 73.025562 33.6575726, 73.0257121 33.6576021, 73.0256759 33.6577295))"
yes,"POLYGON ((73.0242332 33.6563721, 73.0238292 33.6562905, 73.0237309 33.6566274, 73.0239204 33.6566657, 73.0238634 33.6568614, 73.0236643 33.6568211, 73.0235963 33.657054, 73.0233271 33.6569996, 73.0232267 33.657343, 73.0236326 33.6574252, 73.0237019 33.657188, 73.0239743 33.6572431, 73.0240407 33.6570154, 73.0243646 33.6570809, 73.0244859 33.6566681, 73.0241657 33.6566034, 73.0242332 33.6563721), (73.0240723 33.6564469, 73.024037 33.6565766, 73.0238847 33.6565479, 73.0239199 33.6564182, 73.0240723 33.6564469), (73.0243133 33.6567476, 73.0242585 33.6569466, 73.0240217 33.6569014, 73.0240765 33.6567024, 73.0243133 33.6567476), (73.0239172 33.656985, 73.0238801 33.6571165, 73.0237312 33.6570874, 73.0237682 33.6569559, 73.0239172 33.656985), (73.0235735 33.6571657, 73.0235354 33.6572927, 73.0233857 33.6572615, 73.0234239 33.6571345, 73.0235735 33.6571657))"
yes,"POLYGON ((73.0299518 33.6591425, 73.0294576 33.6590373, 73.0293857 33.6593073, 73.0291108 33.6592566, 73.0290502 33.6594844, 73.0287638 33.6594316, 73.0286735 33.659771, 73.0290881 33.6598475, 73.029148 33.6596223, 73.0294292 33.6596742, 73.0294735 33.6595077, 73.0297097 33.6595513, 73.0296674 33.6597098, 73.0300741 33.6597849, 73.0301642 33.6594471, 73.029885 33.6593955, 73.0299518 33.6591425), (73.0295001 33.6593717, 73.0295558 33.6591749, 73.0297946 33.6592216, 73.0297389 33.6594185, 73.0295001 33.6593717), (73.0291715 33.6595068, 73.0292058 33.6593827, 73.0293639 33.659413, 73.0293297 33.6595371, 73.0291715 33.6595068), (73.0298209 33.6596299, 73.0298571 33.6595035, 73.0300126 33.6595343, 73.0299764 33.6596607, 73.0298209 33.6596299), (73.0288315 33.6596882, 73.0288639 33.6595626, 73.0290176 33.6595901, 73.0289852 33.6597156, 73.0288315 33.6596882))"
yes,"POLYGON ((73.0294023 33.6589345, 73.0295256 33.6585333, 73.0292714 33.6584805, 73.0289241 33.6584084, 73.0288949 33.6585059, 73.0289711 33.6585217, 73.0289118 33.65872, 73.0288312 33.6587033, 73.0287995 33.6588093, 73.0294023 33.6589345), (73.0291405 33.6585611, 73.0293686 33.6586094, 73.0293093 33.6588033, 73.0290813 33.658755, 73.0291405 33.6585611))"
yes,"POLYGON ((73.0333131 33.6593142, 73.0332972 33.6593732, 73.0332689 33.659368, 73.0332782 33.6593335, 73.0332066 33.6593202, 73.0331917 33.6593758, 73.0332309 33.6593831, 73.0331573 33.6596592, 73.0331162 33.6596516, 73.0331054 33.6596925, 73.0331668 33.6597037, 73.0331753 33.6596718, 73.0332127 33.6596786, 73.0331969 33.6597387, 73.0332699 33.6597519, 73.0332857 33.6596918, 73.0333757 33.6597081, 73.0333581 33.6597752, 73.0334808 33.6597974, 73.0334946 33.6597447, 73.0335156 33.6597485, 73.0335082 33.6597766, 73.0336085 33.6597948, 73.033627 33.6597247, 73.0336142 33.6597224, 73.0336839 33.6594601, 73.0336966 33.6594624, 73.0337115 33.659407, 73.0336142 33.6593889, 73.033603 33.6594304, 73.0335823 33.6594266, 73.0335998 33.6593618, 73.0334672 33.659337, 73.0334507 33.6593982, 73.0333867 33.6593862, 73.0334017 33.6593307, 73.0333131 33.6593142), (73.0332669 33.6595816, 73.0332851 33.6595851, 73.033311 33.6594907, 73.0332875 33.6594862, 73.0333049 33.6594227, 73.0335205 33.6594636, 73.0334618 33.659678, 73.0332514 33.6596381, 73.0332669 33.6595816))"
yes,"POLYGON ((73.0334659 33.6587842, 73.03345 33.6588432, 73.0334218 33.658838, 73.033431 33.6588035, 73.0333594 33.6587902, 73.0333445 33.6588458, 73.0333838 33.6588531, 73.033349 33.6589836, 73.0333102 33.6591292, 73.0332691 33.6591216, 73.0332582 33.6591625, 73.0333197 33.6591737, 73.0333281 33.6591418, 73.0333655 33.6591486, 73.0333498 33.6592087, 73.0334227 33.6592219, 73.0334385 33.6591618, 73.0335285 33.6591781, 73.0335109 33.6592452, 73.0336336 33.6592674, 73.0336474 33.6592147, 73.0336684 33.6592185, 73.033661 33.6592466, 73.0337614 33.6592648, 73.0337798 33.6591947, 73.0337671 33.6591924, 73.0338368 33.6589301, 73.0338494 33.6589324, 73.0338643 33.658877, 73.033767 33.6588588, 73.0337558 33.6589004, 73.0337352 33.6588966, 73.0337527 33.6588318, 73.0336201 33.658807, 73.0336035 33.6588682, 73.0335395 33.6588562, 73.0335545 33.6588007, 73.0334659 33.6587842), (73.0334197 33.6590516, 73.033438 33.6590551, 73.0334638 33.6589607, 73.0334404 33.6589562, 73.0334577 33.6588927, 73.0336734 33.6589336, 73.0336147 33.659148, 73.0334042 33.6591081, 73.0334197 33.6590516))"
yes,"POLYGON ((73.0336249 33.6582438, 73.033609 33.6583029, 73.0335808 33.6582976, 73.03359 33.6582632, 73.0335184 33.6582499, 73.0335035 33.6583054, 73.0335428 33.6583127, 73.0334692 33.6585888, 73.0334281 33.6585812, 73.0334172 33.6586221, 73.0334787 33.6586333, 73.0334871 33.6586014, 73.0335246 33.6586082, 73.0335088 33.6586683, 73.0335817 33.6586815, 73.0335975 33.6586214, 73.0336875 33.6586377, 73.0336699 33.6587048, 73.0337926 33.658727, 73.0338065 33.6586743, 73.0338274 33.6586781, 73.03382 33.6587062, 73.0339204 33.6587245, 73.0339388 33.6586543, 73.0339261 33.658652, 73.0339958 33.6583897, 73.0340084 33.658392, 73.0340233 33.6583366, 73.033926 33.6583185, 73.0339148 33.65836, 73.0338942 33.6583562, 73.0339117 33.6582914, 73.0337791 33.6582666, 73.0337625 33.6583278, 73.0336985 33.6583158, 73.0337135 33.6582603, 73.0336249 33.6582438), (73.0335787 33.6585112, 73.033597 33.6585147, 73.0336228 33.6584203, 73.0335994 33.6584158, 73.0336167 33.6583523, 73.0338324 33.6583932, 73.0337737 33.6586076, 73.0335632 33.6585677, 73.0335787 33.6585112))"
yes,"POLYGON ((73.0240493 33.6590751, 73.023732 33.6590096, 73.0236073 33.6594275, 73.0239236 33.6594929, 73.0238528 33.6597303, 73.0242562 33.6598137, 73.0243541 33.6594855, 73.0241483 33.659443, 73.0241604 33.6594025, 73.0242135 33.6594134, 73.0242532 33.6592802, 73.0242122 33.6592717, 73.0242179 33.6592526, 73.0244258 33.6592956, 73.0245316 33.6589408, 73.0241151 33.6588547, 73.0240493 33.6590751), (73.0238406 33.6591567, 73.02407 33.6592054, 73.0240108 33.6593985, 73.0237814 33.6593498, 73.0238406 33.6591567))"
yes,"POLYGON ((73.0205284 33.6573085, 73.0204865 33.6574441, 73.0205954 33.6574675, 73.0205705 33.657548, 73.0210915 33.6576597, 73.0211209 33.6575648, 73.0212263 33.6575874, 73.0212625 33.6574702, 73.0211858 33.6574538, 73.0212145 33.657361, 73.0206963 33.6572501, 73.0206689 33.6573386, 73.0205284 33.6573085), (73.0206624 33.6574711, 73.0207005 33.6573506, 73.0208077 33.6573741, 73.0207696 33.6574946, 73.0206624 33.6574711), (73.0209481 33.6575223, 73.0209841 33.6574038, 73.0211289 33.6574343, 73.0210929 33.6575528, 73.0209481 33.6575223))"
yes,"POLYGON ((73.0213669 33.6572395, 73.021325 33.6573751, 73.0214339 33.6573985, 73.021409 33.657479, 73.02193 33.6575907, 73.0219594 33.6574958, 73.0220648 33.6575184, 73.022101 33.6574012, 73.0220243 33.6573848, 73.022053 33.657292, 73.0215348 33.6571811, 73.0215075 33.6572696, 73.0213669 33.6572395), (73.0215009 33.6574021, 73.021539 33.6572816, 73.0216463 33.6573051, 73.0216081 33.6574256, 73.0215009 33.6574021), (73.0217866 33.6574533, 73.0218226 33.6573348, 73.0219674 33.6573653, 73.0219314 33.6574838, 73.0217866 33.6574533))"
yes,"POLYGON ((73.020332 33.6579664, 73.02029 33.658102, 73.020399 33.6581253, 73.0203741 33.6582059, 73.020895 33.6583176, 73.0209244 33.6582226, 73.0210298 33.6582452, 73.0210661 33.6581281, 73.0209894 33.6581116, 73.021018 33.6580189, 73.0204999 33.657908, 73.0204725 33.6579965, 73.020332 33.6579664), (73.0204659 33.658129, 73.0205041 33.6580085, 73.0206113 33.658032, 73.0205925 33.6580913, 73.0205731 33.6581525, 73.0204659 33.658129), (73.0207516 33.6581802, 73.0207876 33.6580617, 73.0209324 33.6580922, 73.0208964 33.6582107, 73.0207516 33.6581802))"
yes,"POLYGON ((73.02106 33.6583262, 73.021018 33.6584618, 73.021127 33.6584852, 73.0211021 33.6585657, 73.0216231 33.6586774, 73.0216525 33.6585825, 73.0217579 33.658605, 73.0217941 33.6584879, 73.0217174 33.6584714, 73.0217461 33.6583787, 73.0212279 33.6582678, 73.0212005 33.6583563, 73.02106 33.6583262), (73.0211939 33.6584888, 73.0212321 33.6583683, 73.0213393 33.6583918, 73.0213012 33.6585123, 73.0211939 33.6584888), (73.0214797 33.65854, 73.0215157 33.6584215, 73.0216605 33.658452, 73.0216245 33.6585705, 73.0214797 33.65854))"
yes,"POLYGON ((73.0323085 33.6586014, 73.0322666 33.658737, 73.0323756 33.6587604, 73.0323506 33.6588409, 73.0328716 33.6589526, 73.032901 33.6588576, 73.0330064 33.6588802, 73.0330427 33.6587631, 73.032966 33.6587466, 73.0329946 33.6586539, 73.0324765 33.658543, 73.0324491 33.6586315, 73.0323085 33.6586014), (73.0324372 33.6587653, 73.0324754 33.6586448, 73.0325826 33.6586683, 73.0325444 33.6587888, 73.0324372 33.6587653), (73.0327229 33.6588187, 73.0327589 33.6587002, 73.0329037 33.6587307, 73.0328677 33.6588492, 73.0327229 33.6588187))"
yes,"POLYGON ((73.0320956 33.6592824, 73.0320543 33.6594182, 73.0321629 33.6594411, 73.032138 33.6595227, 73.0326595 33.6596327, 73.0326882 33.6595387, 73.0327941 33.659561, 73.0328298 33.6594438, 73.0327532 33.6594276, 73.0327766 33.659351, 73.0322579 33.6592416, 73.0322365 33.6593121, 73.0320956 33.6592824), (73.0322299 33.659445, 73.0322681 33.6593244, 73.0323753 33.6593479, 73.0323371 33.6594685, 73.0322299 33.659445), (73.0325156 33.6594962, 73.0325516 33.6593777, 73.0326964 33.6594082, 73.0326604 33.6595267, 73.0325156 33.6594962))"
yes,"POLYGON ((73.036577 33.7300817, 73.0375506 33.7302997, 73.0375352 33.7303432, 73.0374869 33.7303348, 73.0374788 33.7303616, 73.0374554 33.7303577, 73.0374326 33.7304408, 73.0374943 33.7304531, 73.0374815 33.7305083, 73.0385458 33.7307406, 73.0385626 33.7306913, 73.0386873 33.7307192, 73.0386706 33.7307694, 73.039045 33.7308476, 73.0390553 33.7307983, 73.039117 33.7308101, 73.0391428 33.7307587, 73.0391865 33.7307673, 73.0393524 33.7302709, 73.0392894 33.7302602, 73.0393074 33.7302024, 73.0395326 33.7302484, 73.0395621 33.7301436, 73.039337 33.730104, 73.0393486 33.7300569, 73.0394078 33.7300697, 73.0395711 33.7295637, 73.0395055 33.7295508, 73.0395274 33.7295059, 73.0394605 33.7294888, 73.0394785 33.7294449, 73.0391144 33.7293614, 73.039063 33.7293443, 73.0390411 33.7293903, 73.0388649 33.729354, 73.0388108 33.7294759, 73.0389266 33.7295016, 73.0388983 33.7295872, 73.0382731 33.7294567, 73.0383001 33.7293689, 73.0384082 33.7293893, 73.0384429 33.7292619, 73.0382525 33.7292181, 73.0382654 33.7291699, 73.0378408 33.729079, 73.0378254 33.7291261, 73.0377868 33.7291196, 73.0377572 33.7292298, 73.0378318 33.7292459, 73.0378177 33.729293, 73.037882 33.7293122, 73.0378717 33.7293572, 73.0378421 33.729339, 73.0378537 33.729324, 73.0367486 33.7290908, 73.0367049 33.7291132, 73.0364283 33.7300237, 73.0364682 33.7300537, 73.036577 33.7300817), (73.0392969 33.7295542, 73.0392615 33.7296554, 73.0391429 33.7296311, 73.0391706 33.7295337, 73.0392969 33.7295542), (73.0391999 33.7298604, 73.0391644 33.7299578, 73.0390504 33.7299321, 73.0390782 33.7298361, 73.0391999 33.7298604), (73.0385059 33.7301428, 73.0382957 33.7300982, 73.038235 33.7300127, 73.0382911 33.7298399, 73.0383961 33.7297875, 73.038604 33.7298399, 73.0386553 33.7299176, 73.0385993 33.7300924, 73.0385059 33.7301428), (73.0390782 33.7302601, 73.0390397 33.7303626, 73.0389226 33.7303357, 73.0389534 33.7302319, 73.0390782 33.7302601), (73.0378596 33.7302999, 73.0378396 33.7303498, 73.0377811 33.7303383, 73.0377965 33.7302858, 73.0378596 33.7302999), (73.0383911 33.7303844, 73.0383587 33.7304843, 73.0382324 33.73046, 73.0382648 33.7303575, 73.0383911 33.7303844), (73.038653 33.7304651, 73.0386345 33.7305189, 73.0385729 33.7305074, 73.0385929 33.7304536, 73.038653 33.7304651), (73.0389842 33.7305612, 73.0389457 33.7306624, 73.0388286 33.7306368, 73.038861 33.7305369, 73.0389842 33.7305612))"
yes,"POLYGON ((73.0974104 33.7245493, 73.0976853 33.7241929, 73.0972154 33.7239423, 73.0969405 33.7242986, 73.0974104 33.7245493), (73.0972736 33.7241132, 73.0974703 33.7242163, 73.0973537 33.7243703, 73.097157 33.7242672, 73.0972736 33.7241132))"
yes,"POLYGON ((73.0955603 33.7272377, 73.0960807 33.7274985, 73.096054 33.7275354, 73.0961736 33.7275953, 73.0961921 33.7275697, 73.0962248 33.7275861, 73.096572 33.7271071, 73.0958993 33.7267699, 73.0955603 33.7272377), (73.0960131 33.7269864, 73.0963121 33.7271416, 73.096266 33.7272031, 73.0962355 33.7271873, 73.0961637 33.7272832, 73.0962022 33.7273032, 73.0961556 33.7273653, 73.0958484 33.727206, 73.0960131 33.7269864))"
yes,"POLYGON ((73.0404478 33.6665455, 73.040498 33.6665715, 73.0405207 33.6665412, 73.040542 33.6665522, 73.0405176 33.6665848, 73.0405808 33.6666176, 73.0405387 33.6666739, 73.0406411 33.6667269, 73.0406851 33.6666681, 73.0407543 33.6667039, 73.0407795 33.6666701, 73.0407991 33.6666803, 73.040776 33.6667113, 73.0408192 33.6667337, 73.041164 33.6662723, 73.0413911 33.6659684, 73.0413475 33.6659458, 73.0413223 33.6659797, 73.0413013 33.6659688, 73.0413249 33.6659372, 73.0410821 33.6658115, 73.041058 33.6658438, 73.0410387 33.6658338, 73.0410622 33.6658024, 73.0410197 33.6657804, 73.040787 33.6660916, 73.0404478 33.6665455), (73.0409141 33.6661457, 73.0410348 33.665984, 73.0410572 33.6659956, 73.0410953 33.6659446, 73.0411824 33.6659896, 73.0411459 33.6660385, 73.041176 33.6660541, 73.0410536 33.6662179, 73.0409141 33.6661457), (73.0408021 33.6662922, 73.040947 33.6663687, 73.040821 33.6665341, 73.0407927 33.6665192, 73.04075 33.6665752, 73.0406588 33.6665271, 73.0406979 33.6664759, 73.0406724 33.6664625, 73.0408021 33.6662922))"
yes,"POLYGON ((73.0416651 33.6627809, 73.0417107 33.6628033, 73.0417322 33.6628948, 73.0417027 33.6629316, 73.0416423 33.662945, 73.0417536 33.663339, 73.0418234 33.6633268, 73.0418663 33.6633524, 73.0418703 33.6633971, 73.042345 33.6633033, 73.0423383 33.6632587, 73.0423719 33.6632196, 73.0424711 33.6632018, 73.0425127 33.6632297, 73.0425301 33.6633033, 73.0425784 33.6632943, 73.0430143 33.6632129, 73.0429955 33.6631359, 73.0430263 33.6630991, 73.043151 33.6630767, 73.043194 33.6631002, 73.043202 33.6631448, 73.0436593 33.6630555, 73.0437076 33.662964, 73.0437626 33.6629573, 73.0436593 33.6625454, 73.0436097 33.6625588, 73.043548 33.6625343, 73.0435386 33.6624974, 73.0429512 33.6626079, 73.0428265 33.6621346, 73.0427715 33.6621458, 73.0427206 33.6621257, 73.0427138 33.6620811, 73.042227 33.6621726, 73.0422337 33.6622217, 73.0422136 33.6622585, 73.0421157 33.6622731, 73.0420648 33.6622474, 73.04159 33.6623434, 73.0415578 33.6623903, 73.0416651 33.6627809), (73.0424336 33.6625912, 73.0423893 33.6625689, 73.0423222 33.6623144, 73.0423491 33.6622786, 73.0426535 33.6622184, 73.0426978 33.6622418, 73.0427688 33.6624996, 73.0427434 33.662532, 73.0424336 33.6625912), (73.0420594 33.662407, 73.0421895 33.6623802, 73.0422726 33.6626704, 73.0423236 33.6626604, 73.0423678 33.6626849, 73.0423906 33.6627642, 73.0423585 33.6628033, 73.0422632 33.66282, 73.0422136 33.6627943, 73.0421989 33.6627508, 73.0418555 33.6628189, 73.041826 33.6627073, 73.0417871 33.662714, 73.0417375 33.6626916, 73.0417201 33.6626269, 73.0418019 33.6626102, 73.0418368 33.6626258, 73.0419682 33.6624517, 73.0419266 33.6624316, 73.0419092 33.6623624, 73.041999 33.6623456, 73.0420487 33.6623691, 73.0420594 33.662407), (73.0435762 33.662945, 73.0432717 33.6630064, 73.0432194 33.662983, 73.0431537 33.6627352, 73.0431806 33.6626894, 73.0434863 33.6626291, 73.0435319 33.6626503, 73.0436043 33.6629093, 73.0435762 33.662945), (73.0419387 33.6632676, 73.041881 33.6632397, 73.041814 33.6630031, 73.0418475 33.662945, 73.0421479 33.6628859, 73.0421975 33.6629115, 73.0422699 33.6631694, 73.0422404 33.6632073, 73.0419387 33.6632676))"
yes,"POLYGON ((73.0287369 33.6573707, 73.0285877 33.6573385, 73.0286188 33.6572388, 73.0284374 33.6571996, 73.0283423 33.6575045, 73.0286202 33.6575645, 73.0286332 33.6575229, 73.0286891 33.6575349, 73.0286765 33.6575754, 73.0286158 33.65777, 73.0287406 33.657797, 73.0287314 33.6578265, 73.0289095 33.6578649, 73.0289191 33.6578339, 73.0290423 33.6578605, 73.0291031 33.6576655, 73.0291151 33.6576271, 73.0291581 33.6576364, 73.0291465 33.6576737, 73.0294302 33.657735, 73.0295237 33.6574351, 73.0292247 33.6573705, 73.0291986 33.6574542, 73.029151 33.6574439, 73.0291781 33.6573572, 73.0292134 33.6572439, 73.028804 33.6571554, 73.0287685 33.6572694, 73.0287369 33.6573707), (73.0285839 33.6574534, 73.0284493 33.6574161, 73.0284829 33.6573322, 73.0286175 33.6573696, 73.0285839 33.6574534), (73.0288229 33.6574918, 73.0287694 33.657477, 73.0287971 33.6574077, 73.0288506 33.6574225, 73.0288229 33.6574918), (73.0290644 33.6575365, 73.0290215 33.6575266, 73.0290444 33.6574584, 73.0290873 33.6574684, 73.0290644 33.6575365), (73.0293826 33.6576148, 73.0292362 33.657576, 73.0292674 33.6574946, 73.0294137 33.6575334, 73.0293826 33.6576148))"
