landuse,geometry
residential,"POLYGON ((73.0790252 33.7419469, 73.0785563 33.7419941, 73.0783908 33.7428638, 73.0782341 33.7430478, 73.0784444 33.7432214, 73.0782585 33.7433082, 73.0785081 33.7434208, 73.0789223 33.7433475, 73.0792713 33.7435347, 73.079604 33.7433204, 73.0794833 33.7430194, 73.0796041 33.7429135, 73.079985 33.7427551, 73.0801814 33.7423901, 73.0797051 33.7420863, 73.0793281 33.7419165, 73.0791571 33.7417418, 73.0790252 33.7419469))"
government,"POLYGON ((73.0958105 33.7251496, 73.0960737 33.7248027, 73.0953719 33.7244346, 73.0947574 33.7241121, 73.0946494 33.7240555, 73.0943863 33.7244024, 73.0949677 33.7247075, 73.0958105 33.7251496))"
commercial,"POLYGON ((73.0948076 33.7238229, 73.0949941 33.7235755, 73.0952964 33.7231745, 73.0946753 33.7228507, 73.0943785 33.7232444, 73.0941866 33.7234991, 73.0948076 33.7238229))"
government,"POLYGON ((73.0959651 33.724241, 73.0950582 33.7237479, 73.0954892 33.7231995, 73.0960774 33.7235193, 73.0959651 33.724241))"
industrial,"POLYGON ((73.0424468 33.6513521, 73.0429373 33.6516018, 73.043626 33.6506641, 73.0430618 33.650377, 73.0423731 33.6513146, 73.0424468 33.6513521))"
forest,"POLYGON ((73.0982392 33.7161289, 73.0954652 33.7198603, 73.0949034 33.7203933, 73.0940469 33.7199889, 73.0939439 33.7197559, 73.0961684 33.7167754, 73.0963218 33.7169062, 73.0958015 33.7176647, 73.0956486 33.7176, 73.0953412 33.7180069, 73.0954125 33.7183073, 73.0949914 33.7189832, 73.0957076 33.719039, 73.0959865 33.7184456, 73.0956271 33.7182849, 73.0961072 33.7178298, 73.0966437 33.7181154, 73.0976361 33.7166741, 73.0968102 33.7159872, 73.0971474 33.7155337, 73.0974213 33.7157146, 73.097447 33.7158967, 73.0979397 33.7161538, 73.0982392 33.7161289))"
forest,"POLYGON ((73.0948583 33.7206766, 73.0928054 33.723396, 73.0922658 33.7231792, 73.0919927 33.7235829, 73.0921334 33.7237294, 73.0919637 33.7240917, 73.0920383 33.7244021, 73.0904262 33.726596, 73.0897248 33.7262595, 73.0899997 33.7258516, 73.0900994 33.7257199, 73.0904472 33.725902, 73.0908014 33.7257627, 73.0915612 33.7247237, 73.0907498 33.7245309, 73.0905824 33.7242631, 73.0936605 33.7201536, 73.0937765 33.7201202, 73.0938312 33.7203049, 73.0935672 33.7206156, 73.0939922 33.7208647, 73.0941564 33.7208084, 73.0943109 33.7209504, 73.0947038 33.7205085, 73.0948583 33.7206766))"
forest,"POLYGON ((73.0884484 33.7291666, 73.0882959 33.7287742, 73.0875685 33.72804, 73.0868539 33.7290271, 73.0853631 33.7309952, 73.0852987 33.7311412, 73.0847562 33.731832, 73.0853695 33.732136, 73.0860264 33.7325644, 73.0861681 33.732385, 73.0859298 33.7321895, 73.0862647 33.7311211, 73.0865931 33.7311425, 73.0868861 33.73133, 73.0884484 33.7291666))"
government,"POLYGON ((73.0895737 33.7343584, 73.09014 33.733594, 73.0894383 33.7332345, 73.088872 33.7339989, 73.0895737 33.7343584))"
government,"POLYGON ((73.0905976 33.7348401, 73.0896583 33.7343986, 73.0907144 33.7329687, 73.091983 33.733606, 73.0915838 33.7342487, 73.0912553 33.7350198, 73.0905976 33.7348401))"
government,"POLYGON ((73.0939116 33.7426817, 73.0920083 33.7426492, 73.0920672 33.7402565, 73.0930875 33.7402738, 73.0931905 33.7403481, 73.093506 33.7416146, 73.093506 33.7418609, 73.0935897 33.7418877, 73.0936388 33.7420101, 73.0939681 33.742649, 73.0939116 33.7426817))"
government,"POLYGON ((73.0971778 33.740198, 73.0967713 33.739978, 73.0967325 33.7400277, 73.096017 33.7396405, 73.0967114 33.7387532, 73.0968514 33.7387122, 73.0971911 33.7388153, 73.0971778 33.740198))"
government,"POLYGON ((73.0974967 33.7425934, 73.0992273 33.7425983, 73.0992343 33.7409048, 73.0975036 33.7408999, 73.0974967 33.7425934))"
residential,"POLYGON ((72.9327059 33.6012038, 72.9344011 33.6020828, 72.9338068 33.6028305, 72.9321319 33.6019241, 72.9327059 33.6012038))"
residential,"POLYGON ((72.9338072 33.5997195, 72.9346922 33.6002171, 72.9341451 33.6009373, 72.9332483 33.6004449, 72.9338072 33.5997195))"
residential,"POLYGON ((72.9332409 33.5970389, 72.9345943 33.5952287, 72.9356827 33.5973433, 72.9351295 33.5980466, 72.9332409 33.5970389))"
residential,"POLYGON ((72.9339763 33.5976196, 72.9348366 33.598106, 72.9342744 33.5988036, 72.933398 33.5983386, 72.9339763 33.5976196))"
residential,"POLYGON ((72.9245561 33.6327511, 72.9316644 33.6285394, 72.9289128 33.6267258, 72.9285448 33.6264782, 72.9237492 33.6227237, 72.9188459 33.6291593, 72.9216104 33.6323735, 72.9233586 33.6313478, 72.9245561 33.6327511))"
forest,"POLYGON ((73.0614629 33.731516, 73.0617151 33.7319432, 73.0612387 33.7325724, 73.0608745 33.7326811, 73.0603608 33.7326889, 73.058397 33.7319927, 73.0587436 33.7313763, 73.0583889 33.730688, 73.058445 33.7300692, 73.05733 33.7295136, 73.0614629 33.731516))"
yes,"POLYGON ((73.1390749 33.7261711, 73.1417535 33.7278708, 73.1388707 33.7312627, 73.1364245 33.7298279, 73.1390749 33.7261711))"
residential,"POLYGON ((72.9811355 33.6893509, 72.9743674 33.6857991, 72.9679674 33.6944947, 72.9635123 33.7002359, 72.9675651 33.7024389, 72.9716581 33.7045677, 72.9795784 33.7087273, 72.9806542 33.7073211, 72.982918 33.7042999, 72.9866437 33.6992496, 72.9873919 33.6987079, 72.9881395 33.6982467, 72.9882771 33.6978332, 72.987687 33.6974583, 72.9868501 33.6969048, 72.9862118 33.6965255, 72.9869413 33.6954231, 72.9885332 33.6932955, 72.9811355 33.6893509))"
grass,"POLYGON ((73.0522459 33.65601, 73.0524814 33.6561299, 73.0526213 33.6559402, 73.0525624 33.6559096, 73.0526322 33.6558225, 73.052687 33.6558512, 73.0527118 33.6558176, 73.0524793 33.6556885, 73.0522459 33.65601))"
grass,"POLYGON ((73.0613671 33.6739837, 73.0610319 33.6738498, 73.0612384 33.6735708, 73.0616139 33.6737672, 73.0615388 33.6738788, 73.0615147 33.6738699, 73.0614208 33.6739502, 73.0613671 33.6739837))"
residential,"POLYGON ((73.1566024 33.6358071, 73.1570698 33.6357675, 73.1574772 33.635689, 73.1574258 33.6354025, 73.1575888 33.6350484, 73.1577605 33.6348162, 73.1577013 33.6343782, 73.1576668 33.6340527, 73.1577203 33.6339341, 73.1578571 33.6337264, 73.1564428 33.6337794, 73.1565196 33.6349114, 73.156561 33.6353986, 73.1566024 33.6358071))"
grass,"POLYGON ((73.0639329 33.6625194, 73.0648555 33.6612915, 73.0649414 33.6609879, 73.0646517 33.6608629, 73.0636378 33.6622559, 73.0635895 33.6624524, 73.0636968 33.662573, 73.0638524 33.6626444, 73.0639329 33.6625194))"
open feld,"POLYGON ((72.9856872 33.6419316, 72.9863467 33.6410643, 72.985685 33.6407156, 72.9850256 33.6415829, 72.9856872 33.6419316))"
religious,"POLYGON ((73.1210722 33.7687296, 73.1210667 33.7686822, 73.1211782 33.7686483, 73.1212027 33.768698, 73.1210722 33.7687296))"
industrial,"POLYGON ((73.0487046 33.6637476, 73.0489124 33.6635098, 73.0507383 33.6644617, 73.0500048 33.6653722, 73.0488682 33.6647109, 73.0490345 33.6644832, 73.0487515 33.6642923, 73.0488105 33.6642231, 73.0490519 33.6643358, 73.0492651 33.6643927, 73.0493456 33.6643034, 73.0493255 33.6642476, 73.0490372 33.6640423, 73.0487046 33.6637476))"
commercial,"POLYGON ((73.1931885 33.5027943, 73.1935528 33.5031408, 73.1946736 33.502401, 73.1945942 33.5020193, 73.1934361 33.5027943, 73.1933427 33.5027086, 73.1931885 33.5027943))"
farmland,"POLYGON ((73.2794103 33.5353053, 73.2777478 33.5374074, 73.2783082 33.5389021, 73.2787379 33.539774, 73.2803257 33.5402567, 73.2813344 33.541113, 73.2817827 33.5398207, 73.2831277 33.5403656, 73.2841924 33.5398674, 73.2847902 33.5403812, 73.2853879 33.5399764, 73.2852198 33.5388709, 73.2851825 33.5383571, 73.2843045 33.5378589, 73.2838375 33.53789, 73.2846407 33.5370492, 73.2837628 33.5362084, 73.2831463 33.5358347, 73.2821563 33.5363953, 73.281764 33.5369247, 73.281241 33.5368313, 73.2810355 33.5363486, 73.2801762 33.5358036, 73.2794103 33.5353053))"
depot,"POLYGON ((73.0389253 33.6788928, 73.0394965 33.6791979, 73.0393195 33.6793898, 73.0397218 33.6796086, 73.0398238 33.6795371, 73.0416476 33.6804498, 73.0420073 33.6799346, 73.0422788 33.6795255, 73.0400652 33.6784256, 73.0393305 33.6783566, 73.0389253 33.6788928))"
residential,"POLYGON ((72.97876 33.7102327, 72.975706 33.7141474, 72.9546636 33.7097398, 72.9612779 33.700926, 72.97876 33.7102327))"
construction,"POLYGON ((73.0821756 33.6857002, 73.0824863 33.6826559, 73.0828462 33.6826813, 73.0869768 33.682973, 73.0866659 33.6860178, 73.0821756 33.6857002))"
residential,"POLYGON ((72.9478336 33.6104096, 72.9520157 33.6028065, 72.9588046 33.6063318, 72.9534609 33.6132331, 72.951951 33.6124451, 72.9478336 33.6104096))"
retail,"POLYGON ((72.9631921 33.6454916, 72.9643134 33.6460743, 72.96472 33.6455327, 72.9646902 33.6455167, 72.9636126 33.644938, 72.9631921 33.6454916))"
retail,"POLYGON ((72.9581042 33.6443947, 72.9593554 33.6450304, 72.9598038 33.644419, 72.9585527 33.643783, 72.9581042 33.6443947))"
retail,"POLYGON ((72.9677475 33.6571378, 72.9665164 33.6564827, 72.9669501 33.6559181, 72.9679265 33.6564379, 72.967782 33.656626, 72.9680366 33.6567615, 72.9677475 33.6571378))"
retail,"POLYGON ((72.9632765 33.6558611, 72.9625893 33.6554987, 72.9634937 33.6543101, 72.9641812 33.6546726, 72.9632765 33.6558611))"
retail,"POLYGON ((72.9581076 33.6537964, 72.9588992 33.6542399, 72.9595211 33.6534709, 72.9587296 33.6530274, 72.9581076 33.6537964))"
retail,"POLYGON ((72.9526216 33.651337, 72.9533101 33.6516982, 72.9541208 33.6506274, 72.953432 33.6502661, 72.9526216 33.651337))"
retail,"POLYGON ((72.9717324 33.6545911, 72.9726794 33.6548484, 72.973447 33.6537115, 72.9742744 33.6525415, 72.9749124 33.6516702, 72.9756501 33.6506578, 72.9768165 33.649106, 72.9761286 33.6488653, 72.9743442 33.6510976, 72.9730483 33.6527905, 72.971852 33.6543671, 72.9717324 33.6545911))"
farmland,"POLYGON ((72.9697881 33.6577848, 72.9716005 33.658905, 72.9728565 33.658666, 72.9740767 33.6592037, 72.9736999 33.6598161, 72.9762659 33.6603836, 72.9770734 33.6599057, 72.9777014 33.6592037, 72.9778449 33.6585615, 72.9771631 33.6580387, 72.9775758 33.6576504, 72.9774322 33.6572621, 72.9765171 33.6568737, 72.9761044 33.6572173, 72.9747765 33.6568588, 72.9745971 33.656575, 72.973987 33.6567692, 72.9727668 33.6567692, 72.9726592 33.6572471, 72.9719414 33.6571724, 72.9719952 33.6567094, 72.9715825 33.6565451, 72.9709724 33.657038, 72.9705418 33.6567542, 72.9697881 33.6577848))"
farmland,"POLYGON ((72.9817078 33.6518321, 72.9827886 33.6531816, 72.9828094 33.653839, 72.9828925 33.6554307, 72.981396 33.6553788, 72.9800243 33.6547733, 72.9799411 33.654012, 72.9810011 33.653666, 72.9817909 33.6530086, 72.9813337 33.6519532, 72.9817078 33.6518321))"
farmland,"POLYGON ((72.9845968 33.652974, 72.9855321 33.6534065, 72.9856776 33.6540466, 72.9864466 33.654012, 72.9867168 33.6548079, 72.9855737 33.6550501, 72.9856152 33.6567455, 72.9841603 33.656313, 72.9833082 33.6544792, 72.9844513 33.6545484, 72.9845968 33.652974))"
farmland,"POLYGON ((72.9808398 33.656388, 72.9834775 33.6600473, 72.9822394 33.6601967, 72.9807321 33.6577622, 72.9808398 33.656388))"
farmland,"POLYGON ((72.9691045 33.658718, 72.9715807 33.6603759, 72.972119 33.6604356, 72.9745594 33.6633928, 72.9726394 33.6638856, 72.9707553 33.6636168, 72.9704682 33.6646921, 72.9682252 33.6649908, 72.9677228 33.6643785, 72.9673101 33.6647369, 72.9626447 33.6654538, 72.9606529 33.6636317, 72.9604376 33.6629895, 72.9619807 33.6626012, 72.9625191 33.6618097, 72.9636675 33.6617051, 72.9655336 33.6616006, 72.9664609 33.6614753, 72.9691045 33.658718))"
farmland,"POLYGON ((72.9576985 33.6571302, 72.9526479 33.6634445, 72.946371 33.668807, 72.945602 33.6711422, 72.9435028 33.6745324, 72.940884 33.6747573, 72.9406346 33.6737195, 72.9402189 33.672526, 72.9382444 33.6736676, 72.9352514 33.6727682, 72.9330275 33.6690146, 72.9314271 33.6693433, 72.9310738 33.6720936, 72.9293903 33.6727855, 72.9270416 33.6726125, 72.9239032 33.6709001, 72.9234875 33.6696719, 72.9254205 33.6679076, 72.9230718 33.6670945, 72.9214091 33.6655377, 72.9221573 33.6647074, 72.9245267 33.6644306, 72.9230095 33.6609708, 72.9209103 33.6615416, 72.9182291 33.6604691, 72.9176056 33.658618, 72.9182915 33.6569399, 72.9166287 33.6564036, 72.9165871 33.6546043, 72.9152154 33.6532895, 72.916504 33.6512998, 72.9197048 33.6473377, 72.922386 33.6458843, 72.9246722 33.6448981, 72.9264805 33.6446905, 72.9286836 33.6418701, 72.9331938 33.6438426, 72.931344 33.6465245, 72.9317447 33.6522218, 72.9423597 33.6503656, 72.9409671 33.654068, 72.9412789 33.6553137, 72.9456644 33.65585, 72.9456852 33.6602096, 72.949364 33.6573205, 72.9542483 33.6566285, 72.9576985 33.6571302))"
farmland,"POLYGON ((72.9543243 33.6652039, 72.957949 33.6641883, 72.959528 33.6647409, 72.9589897 33.666548, 72.9632065 33.6675187, 72.9643908 33.6699081, 72.9639422 33.671506, 72.9655931 33.6733428, 72.9689127 33.6750452, 72.9691639 33.6765384, 72.9663288 33.6764488, 72.9639781 33.6773597, 72.9634937 33.680376, 72.9607123 33.6807642, 72.9597793 33.6797937, 72.9580387 33.6778674, 72.9561905 33.6774792, 72.9540731 33.6727753, 72.9505382 33.6720884, 72.9508253 33.671058, 72.9564238 33.6705204, 72.9532477 33.6682355, 72.9543243 33.6652039))"
farmland,"POLYGON ((72.9562091 33.6783243, 72.9576985 33.6789813, 72.9566218 33.6798474, 72.9593672 33.6815198, 72.9579676 33.6818632, 72.9588469 33.6849092, 72.9610899 33.6849988, 72.9650913 33.6853422, 72.9664012 33.6857155, 72.9679444 33.6868502, 72.9684648 33.6906724, 72.9640685 33.6915981, 72.9655399 33.6936883, 72.9631175 33.6930164, 72.9625971 33.6943302, 72.958488 33.6940914, 72.9555093 33.6944198, 72.9539302 33.6951961, 72.9525665 33.693957, 72.9527865 33.6930165, 72.9528762 33.6907882, 72.9515437 33.6902842, 72.9493007 33.6892988, 72.9469501 33.6891794, 72.9445456 33.6863724, 72.9444738 33.6850585, 72.9496596 33.6846106, 72.9508618 33.6831324, 72.9502158 33.6809076, 72.9562091 33.6783243))"
religious,"POLYGON ((73.0107718 33.6606939, 73.0111587 33.6606857, 73.0111445 33.6602238, 73.0107575 33.6602321, 73.0107718 33.6606939))"
residential,"POLYGON ((73.0608217 33.7213935, 73.0615477 33.721676, 73.0628256 33.7199352, 73.0624265 33.7195044, 73.0625666 33.7193384, 73.0625157 33.7191089, 73.062227 33.7188158, 73.0618619 33.7188405, 73.0617006 33.7189217, 73.0615095 33.7193702, 73.0611402 33.7195044, 73.0610043 33.7196668, 73.0607878 33.7201047, 73.0606689 33.7204295, 73.0605415 33.720705, 73.0608217 33.7213935))"
residential,"POLYGON ((72.9539407 33.6450883, 72.9478449 33.6419734, 72.9516619 33.6367971, 72.957757 33.6399131, 72.9539407 33.6450883))"
retail,"POLYGON ((72.9716114 33.6509686, 72.9720488 33.6503772, 72.9709295 33.6497932, 72.9704904 33.6503787, 72.9716114 33.6509686))"
brownfield,"POLYGON ((73.1395505 33.5427051, 73.1415294 33.5428767, 73.1417367 33.5412163, 73.1397577 33.5410448, 73.1395505 33.5427051))"
construction,"POLYGON ((73.1870912 33.5246267, 73.1863761 33.5248459, 73.1859999 33.5245381, 73.1864117 33.5242514, 73.1865527 33.5237945, 73.1868755 33.523851, 73.1871338 33.5239314, 73.1870942 33.5235299, 73.1870018 33.5232628, 73.1873346 33.5230188, 73.187618 33.5239769, 73.1874917 33.5241644, 73.1876057 33.5244752, 73.1870912 33.5246267))"
construction,"POLYGON ((73.1884952 33.5181329, 73.1890274 33.5182596, 73.1891001 33.5186261, 73.1890935 33.5188879, 73.1896256 33.5187804, 73.1895496 33.5184718, 73.1897215 33.5182761, 73.1895228 33.5182333, 73.1893381 33.5181935, 73.1892059 33.5181136, 73.1886374 33.5180585, 73.1884952 33.5181329))"
residential,"POLYGON ((73.1547064 33.6481721, 73.1546968 33.6481042, 73.1547161 33.6481025, 73.1547043 33.6480265, 73.1548888 33.6480069, 73.1548952 33.6480569, 73.1548759 33.6480578, 73.1548781 33.6480846, 73.1548555 33.6480882, 73.1548577 33.6481105, 73.1548244 33.6481105, 73.1548276 33.6481578, 73.1547064 33.6481721))"
residential,"POLYGON ((73.1545165 33.6482498, 73.1544983 33.6480766, 73.1544768 33.6480783, 73.1544682 33.6479337, 73.1542901 33.6479497, 73.1542998 33.6481025, 73.1543298 33.6481025, 73.1543363 33.6481721, 73.1543159 33.648173, 73.1543266 33.6482686, 73.1545165 33.6482498))"
residential,"POLYGON ((73.1550225 33.6478857, 73.154999 33.6478076, 73.1551677 33.6477783, 73.1551858 33.6478504, 73.1550225 33.6478857))"
residential,"POLYGON ((73.1539575 33.6485773, 73.1541235 33.6485413, 73.1541181 33.6485007, 73.1540017 33.648512, 73.1540026 33.6485233, 73.1539467 33.6485233, 73.1539575 33.6485773))"
residential,"POLYGON ((73.1541406 33.6485368, 73.1541343 33.6484857, 73.1539647 33.6485007, 73.1539575 33.6484376, 73.1541226 33.6484286, 73.1541226 33.6484564, 73.154294 33.6484414, 73.1542949 33.6485045, 73.1541406 33.6485368))"
grass,"POLYGON ((73.1552546 33.6489247, 73.1552962 33.6489123, 73.1551205 33.6487467, 73.1549174 33.6488739, 73.1549227 33.6488885, 73.1550126 33.648913, 73.1550944 33.6489286, 73.1551869 33.6489331, 73.1552546 33.6489247))"
grass,"POLYGON ((73.1258375 33.7299177, 73.125806 33.7299583, 73.1259476 33.7300342, 73.1259791 33.7299936, 73.1258375 33.7299177))"
grass,"POLYGON ((73.1256978 33.7298114, 73.1256187 33.7297712, 73.1255765 33.7298287, 73.1256557 33.7298688, 73.1256978 33.7298114))"
grass,"POLYGON ((72.9884262 33.6982954, 72.9884705 33.6982166, 72.9886441 33.6977956, 72.9887167 33.6977536, 72.9887629 33.6977426, 72.9887958 33.6977628, 72.9885106 33.6983335, 72.9883169 33.6984212, 72.9884262 33.6982954))"
grass,"POLYGON ((72.9886678 33.6976756, 72.9888555 33.6975663, 72.9897997 33.6959373, 72.9898238 33.6957052, 72.9895851 33.6959016, 72.9892579 33.6963122, 72.9889494 33.6967719, 72.9887966 33.6971936, 72.9886678 33.6976756))"
commercial,"LINESTRING (73.2029875 33.5353878, 73.2038257 33.5346893)"
industrial,"POLYGON ((72.978497 33.6983112, 72.978658 33.69832, 72.9787197 33.6981996, 72.9787411 33.6980724, 72.9787786 33.6979943, 72.9787146 33.6979711, 72.9786932 33.6980381, 72.978602 33.6980381, 72.978497 33.6983112))"
commercial,"POLYGON ((72.9589064 33.6023656, 72.9592819 33.6018294, 72.9582448 33.6012902, 72.957855 33.6018115, 72.9589064 33.6023656))"
commercial,"POLYGON ((72.9571505 33.5982638, 72.9575331 33.5977157, 72.9567392 33.5973076, 72.9563494 33.5978647, 72.9571505 33.5982638))"
commercial,"POLYGON ((72.9553205 33.6071396, 72.9556488 33.606669, 72.9559661 33.6068254, 72.9556314 33.6073026, 72.9553205 33.6071396))"
commercial,"POLYGON ((72.9516143 33.6102024, 72.9519933 33.6096842, 72.9510063 33.6091808, 72.9506379 33.6096961, 72.9516143 33.6102024))"
commercial,"POLYGON ((72.9450768 33.5969177, 72.9454416 33.5964322, 72.944687 33.5960598, 72.9443258 33.5965334, 72.9450768 33.5969177))"
commercial,"POLYGON ((72.9490232 33.5974494, 72.9494596 33.5968507, 72.9485869 33.5963919, 72.9481399 33.5969967, 72.9490232 33.5974494))"
commercial,"POLYGON ((72.9494721 33.5947357, 72.9499298 33.5941071, 72.949726 33.5940177, 72.9493576 33.5943276, 72.9492039 33.5942561, 72.9490966 33.5944229, 72.9488391 33.5943216, 72.9487675 33.594399, 72.9494721 33.5947357))"
commercial,"POLYGON ((72.8807486 33.6325498, 72.8790958 33.6316658, 72.8789401 33.6314654, 72.8788304 33.6312179, 72.8788268 33.6310617, 72.8788445 33.6308702, 72.8790038 33.6305843, 72.8792374 33.630269, 72.8808017 33.6310941, 72.8809389 33.6311652, 72.8810322 33.6312212, 72.8811106 33.6312985, 72.8811556 33.6313774, 72.8811986 33.6315185, 72.8812366 33.6317531, 72.8812128 33.6319464, 72.8811655 33.6320502, 72.8811179 33.632121, 72.8810578 33.63223, 72.8808591 33.6324904, 72.8808021 33.632552, 72.8807486 33.6325498))"
brownfield,"POLYGON ((72.9515129 33.6073242, 72.9503291 33.6067255, 72.9509764 33.6053882, 72.9518347 33.6068715, 72.9515129 33.6073242))"
construction,"POLYGON ((73.2361778 33.5469926, 73.2336018 33.5481278, 73.2343518 33.5492182, 73.234744 33.5507695, 73.2361456 33.5508403, 73.238767 33.5509866, 73.2388973 33.5503813, 73.2377601 33.5491473, 73.2367814 33.5487437, 73.2375602 33.5452644, 73.2374481 33.544595, 73.2359724 33.5447662, 73.2354867 33.5442213, 73.2339923 33.5433494, 73.2328154 33.5438321, 73.2311903 33.5428979, 73.2301442 33.5431626, 73.2327781 33.5443459, 73.2338615 33.5445483, 73.2351131 33.5457159, 73.2361778 33.5462297, 73.2361778 33.5469926))"
construction,"POLYGON ((73.2385822 33.5510545, 73.2361456 33.5508403, 73.2350372 33.5507428, 73.234744 33.5507695, 73.2339964 33.5508376, 73.2321751 33.5510003, 73.2304676 33.5523555, 73.2307928 33.5544967, 73.2321588 33.5553505, 73.233785 33.5548084, 73.2347292 33.5545702, 73.2350534 33.5541986, 73.2352811 33.5528569, 73.2361918 33.5529382, 73.2362405 33.5525046, 73.2371539 33.5523573, 73.2385822 33.5510545))"
construction,"POLYGON ((73.2424033 33.531495, 73.24222 33.5326713, 73.2420368 33.533313, 73.2435579 33.5339699, 73.2438329 33.5351157, 73.2444743 33.5354365, 73.244566 33.5364142, 73.2450425 33.5363683, 73.245354 33.5367197, 73.2451708 33.5382779, 73.2431731 33.5376974, 73.2404973 33.5363225, 73.2398741 33.534474, 73.2360703 33.5318511, 73.236494 33.5304128, 73.2385084 33.5307031, 73.2406989 33.5312811, 73.2424033 33.531495))"
construction,"POLYGON ((73.2668444 33.531405, 73.2671233 33.5308505, 73.2677671 33.5289365, 73.2664152 33.5269868, 73.2654415 33.5255308, 73.264791 33.5250699, 73.2655147 33.5242023, 73.2661245 33.5239786, 73.2677751 33.5225212, 73.2685475 33.5219451, 73.2682711 33.5209825, 73.2677751 33.5190641, 73.266962 33.5172271, 73.2658724 33.5163051, 73.2645308 33.5163797, 73.2631323 33.5176406, 73.2625957 33.5179388, 73.2622704 33.5186438, 73.2630185 33.5193353, 73.2638966 33.5197013, 73.2633925 33.5205283, 73.2627339 33.5207317, 73.2619289 33.5206775, 73.26162 33.5216197, 73.2612378 33.5222026, 73.2611158 33.5225822, 73.261807 33.5232194, 73.2619127 33.523721, 73.2604187 33.5235922, 73.259508 33.5238363, 73.2572639 33.5237956, 73.2570687 33.5245412, 73.2573809 33.5250475, 73.2568606 33.5276091, 73.2575403 33.527727, 73.2589063 33.5281743, 73.2590527 33.5275507, 73.2582721 33.5269814, 73.2579306 33.5269949, 73.2576054 33.5264798, 73.2576704 33.5257884, 73.2585486 33.5261544, 73.2592478 33.5259647, 73.2604187 33.5269, 73.2610854 33.5266831, 73.2641914 33.5284726, 73.266338 33.5296655, 73.2666144 33.53136, 73.2668444 33.531405))"
industrial,"POLYGON ((73.2170924 33.4883739, 73.2176277 33.4889768, 73.2181685 33.4887007, 73.2184113 33.4892069, 73.2187534 33.4891057, 73.2190403 33.4895843, 73.2191562 33.4897224, 73.2194377 33.4895475, 73.2190127 33.4890136, 73.219537 33.4888526, 73.2188417 33.4880748, 73.2185327 33.4877664, 73.218345 33.4878585, 73.2191231 33.4888433, 73.218952 33.4890136, 73.2187313 33.4889952, 73.2182733 33.4884153, 73.2177325 33.4880978, 73.2170924 33.4883739))"
construction,"POLYGON ((73.2114026 33.4860156, 73.2120096 33.486034, 73.2131794 33.4865816, 73.2135436 33.4861674, 73.2142168 33.4854679, 73.2152249 33.4859955, 73.2151936 33.4858913, 73.2143824 33.4853896, 73.2147907 33.4843173, 73.2141948 33.4841424, 73.213952 33.4838386, 73.2132236 33.4840273, 73.2124124 33.4842022, 73.2116785 33.4841976, 73.2108452 33.4849524, 73.2097581 33.4853482, 73.2086379 33.485385, 73.2082185 33.4856934, 73.2072142 33.4859925, 73.2056305 33.4869544, 73.2056802 33.4871983, 73.2036715 33.4880083, 73.2056471 33.4894994, 73.2066514 33.4880359, 73.2076557 33.4874653, 73.2082848 33.4869958, 73.2082075 33.4863331, 73.2087593 33.48579, 73.2098519 33.4855967, 73.2102382 33.4862503, 73.2107238 33.4868117, 73.2109666 33.4868486, 73.210779 33.4862595, 73.2108011 33.4860294, 73.2114026 33.4860156))"
construction,"POLYGON ((73.2112156 33.4809325, 73.2128862 33.4810919, 73.2135184 33.4811582, 73.214051 33.4811836, 73.2143688 33.4817069, 73.2157489 33.4818534, 73.2165184 33.4808558, 73.2165769 33.4803814, 73.2159078 33.4803814, 73.2154896 33.4799279, 73.2148623 33.479914, 73.2143688 33.4796907, 73.2141681 33.4793559, 73.2133149 33.4796558, 73.2127546 33.4793628, 73.2123447 33.4796907, 73.2118429 33.4794117, 73.2114999 33.4799768, 73.2113745 33.4805837, 73.2112156 33.4809325))"
construction,"POLYGON ((73.1753203 33.4802216, 73.1758522 33.4806106, 73.1760271 33.480562, 73.1764206 33.4808598, 73.1763478 33.4809388, 73.1765882 33.4812062, 73.1767413 33.481109, 73.1769526 33.4813096, 73.1767194 33.4815344, 73.1767194 33.4816621, 73.1769963 33.4820146, 73.1770837 33.4820207, 73.1770983 33.4820875, 73.1769526 33.4821544, 73.1768068 33.4820146, 73.1766611 33.4819842, 73.1759761 33.4824522, 73.1751731 33.481885, 73.173784 33.4808428, 73.1734826 33.4805538, 73.1738847 33.4801365, 73.1742127 33.4796989, 73.174373 33.4801548, 73.1748029 33.4801183, 73.1753203 33.4802216))"
residential,"POLYGON ((72.8849791 33.6013131, 72.8829406 33.6002676, 72.8815673 33.5993025, 72.8807734 33.5986591, 72.8798936 33.5975956, 72.879164 33.5964875, 72.8786276 33.595424, 72.8783728 33.5948115, 72.8778684 33.5940529, 72.8774855 33.5931738, 72.878566 33.5921855, 72.8792205 33.5904517, 72.881849 33.5910862, 72.8838768 33.5922838, 72.8863444 33.588783, 72.8907218 33.5901951, 72.8913226 33.5879607, 72.8933718 33.588271, 72.8945734 33.5884676, 72.8953663 33.5889062, 72.8959789 33.5892451, 72.8968372 33.5901299, 72.8962364 33.591685, 72.9018154 33.5913812, 72.9023733 33.5924983, 72.9021802 33.5931418, 72.9003456 33.5948308, 72.895818 33.5955994, 72.8926208 33.5993706, 72.8900995 33.5989149, 72.8878787 33.5977442, 72.8849791 33.6013131))"
